date,predicted_retail_sales
2025-02-03,37178.04980566008
2025-03-03,37178.04980566008
2025-04-03,37178.04980566008
2025-05-03,37178.04980566008
2025-06-03,37178.04980566008
2025-07-03,37178.04980566008
